,text,meta,_input_hash,_task_hash,label,score,priority,spans,_session_id,_view_id,answer,options,accept,class,len
541,"ofthe GMV. And this is also relevant to your second question, which is the social features, the adding thesocial features. Actually, we tried to build up the connections not only between buyer and sellers but alsobetween buyers and especially the buyers with different -- buyers with same hobbies and preference,and they can share and they can comment with each other and they can share with each other.","{'meta': 'Alibaba Group Holding Limited, Q1 2017 Earnings Call, Aug 11, 2016'}",-1955962619,-558740407,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
542,"Year-to-date, program expenses increased 12%, reflectingthe timing of several contracts that renewed at the end of last year. Nonprogramming expenses increased0.6% this quarter and increased 1.1% for the year-to-date. This reflects the benefits of investments madein customer experience initiatives as well as disciplined cost management overall.","{'meta': 'Comcast Corporation, Q3 2017 Earnings Call, Oct 26, 2017'}",-1804549094,356819709,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
543,"It is cost cutting andredundancies/overhead by reducing BUs and foster more functional integration, demonstrated already bythe merger of Forged Technologies, and the continued standardizing of our product and process landscape. In addition, we will strengthening digitalization and improve performance and expand our chassiscompetence towards autonomous driving. All this will help to achieve an increase in our cash conversionrate, driven by higher EBIT, reduced CapEx and optimized net working capital.","{'meta': 'thyssenkrupp AG, Nine Months 2018 Earnings Call, Aug 09, 2018'}",-575713915,891853153,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
544,"For NAND, bit shipment growth in the second quarteris planned at more than 30%. There will be some base effect from the first quarter and sales growthdriven by demand for new mobile products. For the year, it is planned at mid- to high 30%, correspondingto the market level.[Foreign Language]","{'meta': 'SK Hynix Inc., Q1 2016 Earnings Call, Apr 26, 2016'}",2145652981,-1356163632,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
545,"In this horizon, CIBwill have grown its revenues by at least 4% per year, excluding upcoming headwinds, while reducingits cost to income ratio by 8 points as we saw already on a like-for-like basis, all in all generating anadditional EUR 1.6 billion in pretax profit. It will also be a CIB further integrated within BNP Paribas,having accomplished its digital transformation and fully dedicated to the financing of the economy with theutmost ethical standards. This is an ambitious project, but it will benefit our clients as we continuously improve where we sell them.","{'meta': 'BNP Paribas SA, 2015 Earnings Call, Feb 05, 2016'}",-186654508,-370032562,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
546,"And then on the other hand, we also need to improve the infrastructure to deliver the best videos topeople and do that quickly. So if you think about what is enabling video to become huge right now is that,fundamentally, the mobile networks are getting to a point where a large enough people around the worldcan have a good experience watching a video. If you go back a few years and you tried to load a videoin News Feed, it might have to buffer for 30 seconds before you watch it, which wasn't a good enoughexperience for that to be the primary way that people shared.","{'meta': 'Facebook, Inc., Q3 2016 Earnings Call, Nov 02, 2016'}",-1397676358,1949865179,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
547,"We're not satisfied with the current level of OpExgrowth and are focused on bringing this back closer to our historic level. And while we are definitivelymaking specific investments in our new strategy with initiatives in digital insights, marketing, we are alsoidentifying areas of cost reduction opportunities, like robotics, use of AI, and also improved use of ourscale in procurement to offset these increases. Jean Marc AyasManager of Investor RelationsALIMENTATION COUCHE-TARD INC.","{'meta': 'Alimentation Couche-Tard Inc., Q4 2019 Earnings Call, Jul 10, 2019'}",-788966102,1156607958,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
548,"We couple that with some good productinnovation. We challenge our merchandising teams on the edges of what we would define as homeimprovement and outdoor living, so that's where we've sort of spoken to leveraging digital capability anddata analytics to allow us to sort of pick a little bit more into seasonal and geographic trends. And we seesome really great opportunities to expand our commercial ranges as well.","{'meta': 'Wesfarmers Limited, 2018 Earnings Call, Aug 15, 2018'}",1262921463,-612765056,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
549,"We're also planning to reinvest an incremental $200 million to $250 million from those savings in thebusiness, in line with the capital allocation model we outlined at our Investor Day. Now these investmentsinclude the continued deployments of the DXC digital platform, Bionix; enhancement in our digitalworkforce and capabilities; BPS, Agile and robotic process automation; and blockchain capabilities. Non-GAAP diluted EPS from continuing operations in the fourth quarter was $2.28, adjusted for specialitems, and for the full year, non-GAAP EPS was $7.94.","{'meta': 'DXC Technology Company, Q4 2018 Earnings Call, May 24, 2018'}",-674872279,-2035292404,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
550,"last quarter. Our digital practices, which now make up more than half of GBS, were up double digitswith strong growth in cloud, analytics and mobile. Our cloud practice was up nearly 70% this quarter aswe build and implement digital strategies to move our clients to the cloud.","{'meta': 'International Business Machines Corporation, Q3 2016 Earnings Call, Oct 17, 2016'}",260773175,-103668212,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
551,"So that did not, obviously, occur thisyear, and we still delivered about the breakeven result that you see today. So we feel that the European transformation plan is continuing to progress. We clearly have to push evenfurther on brand, product and cost, but we do feel that we're on track towards profitability.","{'meta': 'Ford Motor Co., Q2 2015 Earnings Call, Jul 28, 2015'}",-1099304296,388338359,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
552,"But as we always have said, 2017 is thenthe year, where these, let's say, extraordinary investments in our cloud delivery business will come to anend. Then as of 2018, we expect to see the leverage from these efficiency-based investments in a muchhigher progression of the cloud gross margins and consequently also the operating income contribution ofour cloud business. In terms of the headcount growth, we continue to invest also in Q4.","{'meta': 'SAP SE, Q4 2016 Earnings Call, Jan 24, 2017'}",2047540013,-1289857316,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
553,"Building on the success of our industry-leading Nexus switch portfolio, we recently unveiled new Nexus400-gig switches. We are committed to leading the market transition from 100 gig to 400 gig, providingcustomers with increased bandwidth and scale in their data center environments, powering any workloadin the cloud. The addition of 400 gig to our Nexus portfolio extends the power of ACI, providing intent-based networking to enterprises, web scale and service providers to enable them to build compact, fully-automated, high-bandwidth fabrics.","{'meta': 'Cisco Systems, Inc., Q1 2019 Earnings Call, Nov 14, 2018'}",-2098682179,1856602378,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
554,"We're the market leader in many populargenres, including shooter games, mobile games, ARPG, card RPG and puzzle games. We're seeking to enrich our smartphone gamer experience, first, by lining up a diversified portfolio ofstrong IPs based on PC games and comics that provide inspiration for new mobile games. For example,we've published mobile games based on the CrossFire PC game and on the Naruto animated series.","{'meta': 'Tencent Holdings Limited, Q4 2015 Earnings Call, Mar 17, 2016'}",-1669562101,1144550532,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
555,"In the quarter, we expanded our alliance with Amazon Web Service to offer enterprise clients integratedsolution offers. We're training and certifying thousands of consultants and developers in these newsolutions. We're working with MphasiS to accelerate app transformation and modernization for our clients,and this collaboration builds on complementary vertical expertise and strong portfolios in next-generationIT and automation capabilities.DXC TECHNOLOGY COMPANY FQ1 2018 EARNINGS CALL |  AUG 08, 2017","{'meta': 'DXC Technology Company, Q1 2018 Earnings Call, Aug 08, 2017'}",-893090650,-1527465276,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
556,"For example,we signed a large deal with a European automotive manufacturer that includes analytics, multi-platformcloud, and security. The solution includes deep learning and simulation platforms designed to acceleratethe R&D for autonomous vehicles. We're the only provider who could demonstrate the ability to deliverthese infrastructure and analytics capabilities at scale.","{'meta': 'DXC Technology Company, Q3 2019 Earnings Call, Feb 07, 2019'}",1371450401,1281299989,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
557,"These relationships owe a lot to the hard work of ourfantastic business teams around the world. Our mobile properties like Search, YouTube, Maps and Google Play are where people turn when they'reactively engaged. They are the prime time in the mobile era.","{'meta': 'Alphabet Inc., Q4 2016 Earnings Call, Jan 26, 2017'}",1247328520,1715636292,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
558,"Forecast for fiscal 2019 integration expenses is down slightly to $435million. Ground is well underway on a number of strategic initiatives aimed at optimizing the Ground networkthrough technology enhancements that enable real-time decision-making based on applied data analytics. Each of these initiatives digs into opportunities, drives increased efficiency while handling a growingnumber of e-commerce packages, both large and small.","{'meta': 'FedEx Corporation, Q3 2019 Earnings Call, Mar 19, 2019'}",1062215862,992925995,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
559,"Most of ourFusion ERP customers, our Fusion HCM customers are new logos. And we don't expect, when people movefrom their database from on-prem in the cloud, we don't expect support to go away. We expect themjust to bring their licenses into our cloud.","{'meta': 'Oracle Corporation, Q1 2018 Earnings Call, Sep 14, 2017'}",-2118087927,-1134506547,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
560,"in oncology and 2 in hematology; and then finally, elevating our competencies in digital internally andthrough collaborations. Slide 24 shows the impact of our prioritization with a shift in the balance of our investment towardsSpecialty Care and Vaccines. This is true both for our research projects and our development-stageprograms.","{'meta': 'Sanofi, Q2 2019 Earnings Call, Jul 29, 2019'}",-1057955259,95763667,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
561,"This quarter, we had growth in industry verticals like health, key areas of analytics and security. InWatson Health, where we've been infusing AI the longest, we had broad-based growth, including in payer,provider, imaging and life sciences. In the area of life sciences, we've been working with Medtronic to leverage data and apply intelligence intotheir glucose monitors.","{'meta': 'International Business Machines Corporation, Q3 2018 Earnings Call, Oct 16, 2018'}",-535027932,450061324,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
562,"our leaders and our teams. So if you look in consumer, there are examples, the digital adoption,we've got mobile users up 15% to over 20 million. When they make a deposit, that's 1/10 the cost.","{'meta': 'Bank of America Corporation, Q2 2016 Earnings Call, Jul 18, 2016'}",1601745844,1647643228,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
563,"We're currently testing thepossibility to broaden the mobile capabilities of our network, using a combination of dual-SIM technologywith unlicensed and potentially licensed spectrum, deployed in home, in business, on strand and acrossour 51 million passings. Any of that future development would be fully funded through a clear payback onincremental economics to our mobile business with a further goal to deliver unique and truly convergedconnectivity products more quickly and more efficiently than our competitors. We're also investing in other new products.","{'meta': 'Charter Communications, Inc., Q1 2019 Earnings Call, Apr 30, 2019'}",-196147965,-599427677,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
564,"As a result, we now expect Otis operating profit to be down approximately $75 million year-over-year, roughly $15 million lower than before. To address these headwinds, Otis continues to invest in digital tools to improve service productivity on asustainable basis. In addition, Otis is looking at structural cost-reduction actions relating to","{'meta': 'United Technologies Corporation, Q3 2018 Earnings Call, Oct 23, 2018'}",-1729184878,1976743428,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
565,"And you know that if you don't invest in oil and gas, to make an example, then youwill -- your capacity would suffer. I see also the industry really working on digitization, and from that point of view, having AVEVA as apartner in engaging together is really important. Because in those times, people are looking at efficiency,preventive maintenance, they are all struggling to find enough competencies on the shop floor.","{'meta': 'Schneider Electric S.E., H1 2019 Earnings Call, Jul 25, 2019'}",494951994,-1017827961,,,,,,choice,reject,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",[],NA,0
566,"We reduced the build and also made sure it was complementary to the Onofootprint. And then finally, accelerated the cross sell with 90,000 mobile and 45,000 fixed gross adds beingsold into the respective bases.","{'meta': 'Vodafone Group Public Limited Company, 2015 Earnings Call, May 19, 2015'}",1052447986,-745504973,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
567,"And then how soon could you unlock some of that upside?Sharon L. McCollamFormer Chief Financial Officer and Chief Administrative OfficerSure. Simeon, we continue to believe that having an extremely strong balance sheet is important tothe transformation. We also believe that maintaining on our balance sheet flexibility in order to pursuepossible growth strategies is important, too.","{'meta': 'Best Buy Co., Inc., Q4 2015 Earnings Call, Mar 03, 2015'}",-1599669861,714381715,,,,,,choice,reject,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",[],NA,0
568,"It's a world that requires fundamental transformation in products, business models and deliverymodels across Microsoft. In 2008, we started our transformation by taking an iconic franchise, Office to the cloud. We took thenext big step towards -- forwards 5 years ago when we launched Azure, and another step forward withthe recent announcement of Windows 10 as a service.","{'meta': 'Microsoft Corporation, Q3 2015 Earnings Call, Apr 23, 2015'}",1989580803,1040118773,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
569,"And although the revenue trends -- thegrowth trend has come down, we have a decent distance compared to our competitors. If we're moving to the next page, take a look at the mobile data usage in the first place. The averagemobile data consumption rate has grown by 1 gigabyte year-over-year.","{'meta': 'Deutsche Telekom AG, 2018 Earnings Call, Feb 21, 2019'}",203865821,-247193976,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
570,"The global robotics market is roughly $2 billion and we expect procedures to grow at a double-digit growthrate. That said, today's robotics options are limited and requiring substantial financial and infrastructureinvestment, and we believe that through technology investments and agile application, our path insurgically assisted robotics is one that will best deliver what surgeons need. Our solution not only aims to give surgeons a better procedural experience by improving comfort andpatient proximity, but delivers a superior surgical experience through greater access and precision withthe ability to make more informed decisions through the entire procedure.","{'meta': 'Johnson  Johnson, Q3 2015 Earnings Call, Oct 13, 2015'}",1565729099,-721414314,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
571,"We engaged with and trained over 2,000 dedicated in-branch insurancespecialists and relationship managers, emphasizing our focus on protection. We now receive more than 150,000 high-potential customer leads each month identified by Citibank'scustomer analytics system for direct marketing offers through our dedicated call centers. We have alsolaunched over 80 products to ensure that Citibank has a comprehensive suite of products available tocustomers in each market.","{'meta': 'AIA Group Limited, 2014 Earnings Call, Feb 26, 2015'}",-228501229,-2098847094,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
572,"Rajesh SubramaniamPresident & COOThank you, Rob. To actually look beyond fiscal 2020, the integration has also uncovered numeroustransformation and optimization opportunities that we will pursue. These include upgrades to financialsystems, HR platforms and simplification and standardization of transactional work in our back-officefunctions.","{'meta': 'FedEx Corporation, Q3 2019 Earnings Call, Mar 19, 2019'}",2021692444,-851916160,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
573,"Ricardo Forcano, who has been untilnow Head of Business Development for the Growth Markets, for Mexico, Turkey and South America. He willlead this area of Talent & Culture, which includes all of the HR, continuing the work of Donna De Angelis,who has set the foundations of our cultural transformation. Now moving on to the results of the second quarter themselves.","{'meta': 'Banco Bilbao Vizcaya Argentaria, S.A., Q2 2016 Earnings Call, Jul 29, 2016'}",1053046782,1024745291,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
574,"Now much of this is also being enabled by the shift that we've made in the percentage of investment onnew capabilities versus improving or enhancing existing systems. But to support all this, we're busy alsocross-training the teams in agile, but also recruiting new strategic skills like engineering, data science anddesign. We've already hired 350 new colleagues and the plan is to triple this number during the course","{'meta': 'Lloyds Banking Group plc, 2018 Earnings Call, Feb 20, 2019'}",126341041,-572950816,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
575,"But major smartphone makers launched new high-endproducts with high-density NAND. And like mobile DRAM, there was a spike in demand for MCP productsusing high-density NAND, 32 gigabytes or higher.[Foreign Language] In the fourth quarter, mobile NAND is expected to keep driving growth in overall NANDdemand as effects continue from the launch of smartphones using high-density NAND and MCP demandcontinues from Chinese smartphone makers.[Foreign Language]","{'meta': 'SK Hynix Inc., Q3 2017 Earnings Call, Oct 26, 2017'}",-1823304627,2119961978,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
576,"This is the first ofmany initiatives to reduce cost and improve efficiency in our business. To accelerate our transformation,Scott Price joined UPS as Chief Strategy & Transformation Officer. We also recently announced severalsenior management changes.","{'meta': 'United Parcel Service, Inc., Q1 2018 Earnings Call, Apr 26, 2018'}",-600544316,1523089095,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
577,"Slide 16 focuses on our B2C mobile postpaid trends. In Q4, we're very pleased to see our total B2Cmobile customer return to growth with 136,000 net adds, of which we had 33,000 postpaid net adds. AsI mentioned before, this was without the need to match some of the low end-promotional offers of ourcompetitors.","{'meta': 'Altice N.V., SFR Group SA, Q4 2016 Earnings Call, Mar 09, 2017'}",-1201543730,156785299,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
578,"One such research initiative, Auto ML, enables us to pursue approaches to automate the design ofmachine learning models. Our ability to rapidly deploy the best machine learning in all of our productsenabled us this quarter to launch all sorts of new smart features to help moderate comments, such assmart replies in Gmail and improved translations. We rolled out new machine learning features in GoogleMaps, YouTube, Gmail and Google Photos, which now has more than 500 million monthly users who backup 1.2 billion photos and videos every day.","{'meta': 'Alphabet Inc., Q2 2017 Earnings Call, Jul 24, 2017'}",757974311,-1111653203,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
579,"For TSMC, we estimate our business will grow only slightly in 2019 given the slowing economicenvironment. Our 2019 business will be supported by the continuing demand for our 7-nanometer, wherewe see stronger interest from our customer in high-performance computing, mobile and automotive. Even with a slow year like 2019, we firmly believe AI and 5G are the megatrends that will drive the futuresemiconductor growth.","{'meta': 'Taiwan Semiconductor Manufacturing Company Limited, Q4 2018 Earnings Call, Jan 17, 2019'}",515479785,626129813,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
580,and yes. We are learning a lot about social media to get directly to the younger customer. We're doinga lot of in-store initiatives.,"{'meta': 'The TJX Companies, Inc., Q1 2016 Earnings Call, May 19, 2015'}",538227864,-1029181841,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
581,"Is that the correct understanding?Takashi TanakaChairman of the BoardWell, to answer, well, no point in increasing just the number of IDs. ID times ARPA. Mobile telecomrevenue, which is a multiplication of the 2 factors and needs to be maximized.","{'meta': 'KDDI Corporation, 2017 Earnings Call, May 11, 2017'}",263960881,-1969476555,,,,,,choice,reject,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",[],NA,0
582,"The mainframe is a great example of a core platform thatwe've continually modernized, and now with new capabilities like Machine Learning on z and pervasiveencryption, it's been reinvented again for the cognitive and cloud era as well as an ideal platform forblockchain. As we build and scale new businesses, partnerships and ecosystems play a critical role, and so in the thirdquarter, we continued to launch new blockchain partnerships and networks, including an initiative witha group of leading food retailers and suppliers, including Walmart, Kroger, Dole, Nestlé and Unilever, toaddress food safety. And we're partnering with UBS and several global banks to build a blockchain-basedplatform to support trade finance.","{'meta': 'International Business Machines Corporation, Q3 2017 Earnings Call, Oct 17, 2017'}",-502898216,-902356227,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
583,"our company-wide Readiness efforts offers, a reinvention of our business from the bottom up thatprovides a structure for ongoing, continuous improvement and gives us the tools to deliver a consistentlyexcellent customer experience at the lowest cost. Tools like data and analytics, which under our OneADM program, we're collecting, centralizing and utilizing as a strategic asset that will help us improve ourdecision-making. We're also conducting systematic reviews and improvements of processes around thecompany with an eye to simplification and standardizations that will make us more efficient and morenimble and reduce wastes and defects.","{'meta': 'Archer-Daniels-Midland Company, Q4 2018 Earnings Call, Feb 05, 2019'}",-640471226,355216311,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
584,"Organically, IoT revenues were $217 million, up 24% from the comparable period last year. Including2 months of Telogis activity, IoT revenues were up more than 30% in the quarter. IoT revenues wereprimarily driven by telematics.","{'meta': 'Verizon Communications Inc., Q3 2016 Earnings Call, Oct 20, 2016'}",1103878250,-1699761842,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
585,"Barclays U.K. BUK reported an RoTE of 10.1%at Q4, still in double digits despite taking GBP 100 million of specific impairment charge as well as thebank levy. Income was stable and costs were also broadly flat, despite our continued investment, whichincluded the charge for branch optimization as well as other aspects of the digital transformation of ourbusiness. We expect the 2019 investment spend to be weighted towards the first half of the year, so wewould expect negative jaws in the first half and positive jaws in the second half.","{'meta': 'Barclays PLC, 2018 Earnings Call, Feb 21, 2019'}",-651295803,688907223,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
586,"Total deposits and gross loans increased by 8.09%and 12.35%, respectively. In 2015, the bank steadily pushed forward the strategic transformation with further strengthenedprofitability. Pretax profit of retail finance business increased by 19.54% and accounted for 50.47% oftotal pretax profit, up by 7.73 percentage points compared to the last year.","{'meta': 'China Merchants Bank Co., Ltd., 2015 Earnings Call, Mar 31, 2016'}",-1403111506,1883744950,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
