Text,Meta
"However, since we made a very good start, so we have high expectations for this. The au ARPAcommunications revenue, we hope that will continue to increase in the future. OperatorOther questions, please.","KDDI Corporation, Q1 2018 Earnings Call, Aug 01, 2017"
"that it is our ambition to shift ABB center of gravity towards strengthened competitiveness, highergrowth and lower risk. We are continuing this transformation. Since the beginning of 2017, we have madegreat progress.","ABB Ltd, Q2 2017 Earnings Call, Jul 20, 2017"
"Since we acquired the company in October, the integration has been seamless, and the valuecreation opportunities we envision have begun to materialize. During fiscal 2019, we continued to elevate the customer experience around product fulfillments, enabledby the advancement of our supply chain transformation. For small products, through a combination ofinitiatives, including expanded partnerships and automation, we continue to improve our speed of deliveryto customers and expanded next day and same-day delivery options.","Best Buy Co., Inc., Q4 2019 Earnings Call, Feb 27, 2019"
"Excluding one-off ERP expense of KRW 35 billion after-tax, on a recurring basis net profit reportedKRW 881 billion. This is a sizeable Q-on-Q improvement as previous quarter's performance was be due toone-off such as ERP expense and security-related losses. And in light of Q1, one-off sales gain of KRW 83billion after-tax basis from bank's Myeongdong office, on a recurring basis, profit came in at a similar levelyear-over-year.","KB Financial Group Inc., Q1 2019 Earnings Call, Apr 24, 2019"
"The road map will be the 1 of let's say continuedand accelerated transformation. We will focus on the development of our growth drivers in insurance,on the corporate and professional segment, on Boursorama, of course, at the same time we accelerateinvestments, in digital transformation to, let's say, enhance our offer of remote digital services. DigitalSOCIÉTÉ GÉNÉRALE SOCIÉTÉ ANONYME FQ4 2016 EARNINGS CALL |  FEB 09,","Societe Generale Group, Q4 2016 Earnings Call, Feb 09, 2017"
"CEOSo good questions, Nick. So on market leaders, I mean, this is an area of major transformation where stillsome investments are being made. I wouldn't call the worst is behind us.","ING Groep N.V., Q3 2018 Earnings Call, Nov 01, 2018"
"So as you probably know fromlooking at other mobile game developers that rely entirely on third-party app stores, as you sort of relymore on the third-party app stores, you have to incur some cost of revenue to incite them to promoteyou and therefore, there's some margin drag impact that we've started to experience and we'll continueto experience in our mobile game business as we increasingly utilize third-party app stores as well as ourown higher-margin distribution channels. So that's on the mobile game side. In terms of...","Tencent Holdings Limited, Q1 2017 Earnings Call, May 17, 2017"
"andthe four functions of planning, design, production engineering and manufacturing are united as one team,where each person focuses on carefully producing ever-better cars, building in quality along the way. As a result, we're also starting to see the efficacy of optimization of the process from development to thestart of production. The new TNGA cars that have come out over the past and current year are shown on the slide.","Toyota Motor Corporation, Q1 2019 Earnings Call, Aug 03, 2018"
"In P&C, our digital initiative for Swiss SMEs is gaining traction, and we saw around $600 million net newloans in this segment in the quarter. Also, we just opened a second digital factory in Switzerland, movingnearly 500 employees developing E and mobile banking solutions to agile working environments. We aremaking good progress in our growth areas in Asset Management, including strengthening of our positionin sustainable investing and wholesale.","UBS Group AG, Q1 2019 Earnings Call, Apr 25, 2019"
"As you know, the -- gaming is the top category on the App Store. And so the AppleArcade will serve some of that market, and it serves it with a different kind of game, which we think willbe great for developers and great for users. The TV+ product plays in a market where it's -- there's a huge move from the cable bundle to over thetop.","Apple Inc., Q2 2019 Earnings Call, Apr 30, 2019"
"However, as expected, these gains were offset by below-the-line items, including dilutionrelated to the creation of our coffee joint venture as well as higher taxes. Our performance in the third quarter reflects continued progress in executing our transformation agenda. We further focused our portfolio.","Mondelez International, Inc., Q3 2015 Earnings Call, Oct 28, 2015"
"These principles fit in with the schedule laid down by the government for the decree which will annul theFessenheim operation permit. All this demonstrates how EDF really fosters its transformation, in compliance with our Cap 2030 strategy. This will be continued in the coming months and year, with the support of our employees.ELECTRICITÉ DE FRANCE","Electricite de France SA, H1 2016 Earnings Call, Jul 29, 2016"
"ideally positionedto help our clients shift their business applications to hybrid cloud while addressing the issues I justmentioned around portability, management consistency, security, remaining open, which avoids vendorlock-in. This will not only enhance the growth of Red Hat's business after closing, but lift all of IBM as wesaw more of our data and AI software on Containers across multiple platforms and more of our servicesfrom app modernization to multi-cloud managed services. At IBM, we're investing and building capabilities to be ready to drive these synergies.","International Business Machines Corporation, Q1 2019 Earnings Call, Apr 16, 2019"
"Ibelieve that making an electric car is surely something that, in the very near future, they will envisage. However, I believe that the more complex products, such as the automobile with the combustion engines,with the digitization and with all the technological systems that are involved are among the most complexproducts worldwide. And I can only reiterate, we're looking forward and are pleased by this.","Volkswagen AG, 2014 Earnings Call, Mar 12, 2015"
"BoardThank you very much, Sebastian. Before we go into the details of today's call, let me just inform youabout the extension of our management board contracts with Karen Parkin and Harm Ohlmeyer, which wasdecided yesterday at our Supervisory Board meeting, which is good corporate governance in Germany,which means that we have also strong management team moving forward. So of course, we are veryhappy with this development.","adidas AG, Q2 2019 Earnings Call, Aug 08, 2019"
"S&P Global Inc. 14this. But when we have a look at the AUSTRAC investigation, you've very kindly made yourself availableto the journalists to talk about the mechanical coding error. I'd just like to find out 2 sentences to readout[ from the AUSTRAC concise statement of claim.","Commonwealth Bank of Australia, 2017 Earnings Call, Aug 09, 2017"
"We have a strong confidence in our own business prospects and the current share trading levels clearlypoints to our near-term focus on deleveraging the balance sheet and shareholder returns and potentialbuybacks to the company -- by the company. Turning to the next page, looking at the half-year sustainability and governance. You will see safety during-- in respect of safety, we had 5 fatalities up until today.","Glencore Plc, H1 2018 Earnings Call, Aug 08, 2018"
"For the sake of work efficiency, project-based agile groups are run within the group for speedy decision-making and implementation. Robotic process automation is introduced to maximize work efficiency byadopting digital technologies even in middle and back offices. We're also dedicated to building an inclusivefinancial ecosystem by discovering fintech start-ups with high-growth potentials, providing them with theright amount of support and internalizing relevant technologies within KB.","KB Financial Group Inc., H1 2018 Earnings Call, Jul 19, 2018"
"the less price erosion explains part of the question on the gross margin performance. And second,I want to repeat this because I think that our disciplined operating model and this relentless focus wehave on cost control but also constant industrialization of best practices, the ones that we used in thetransformation of Nokia Siemens Networks, we are religiously applying it now to the rest of the company. And the things that we find that are good in Alcatel-Lucent, we're applying it to the Nokia side of theequation because we have a platform to industrialize these things, and we have a culture to allow forpeople to say, ""Well, if there's money on the table, I'm eager to go and get it.""","Nokia Corporation, Q3 2016 Earnings Call, Oct 27, 2016"
"Based on our strong business performance year-to-date, we are raising our 2016 adjusted EPS guidance range to $4.73 to $4.83, reflecting adjusted EPSgrowth of 11.4% at the midpoint. This includes the previously communicated $0.28 of dilution related tothe Stemcentrx acquisition and the BI collaboration. We are also updating our 2016 GAAP diluted EPS guidance range to $3.82 to $3.92, which includes $0.91per share of noncash intangible asset amortization expense and other specified items, including acquisitioncosts and accounting impacts associated with Stemcentrx and the BI collaboration.","AbbVie Inc., Q2 2016 Earnings Call, Jul 29, 2016"
"As previously mentioned, conditions in Canada remained challenged due to adverse weatherconditions, both last season and this season as well as FX weakness and trade barriers on canola. With theskew of Canadian equipment mix towards larger, highly featured machines, its impact on the first phasewas significant. Sprayer volumes were also down in the U.S.","Deere  Company, Q3 2019 Earnings Call, Aug 16, 2019"
"In Motorcycle Business operations, anincrease in profit associated with volume and model mix as well as other factors led to the operating profitof JPY 92.1 billion, a 16.9% increase compared to the same period a year earlier. In Automobile Businessoperations, a decrease in SG&A expenses combined with an increase in profit associated with volumeand model mix, among other factors, resulted in the operating profit of JPY 151.6 billion, an increase by8.1% compared to the same period a year earlier. Regarding the operating loss for Power Product andOther Businesses, a rise in expenses involving the other businesses led to a total loss of JPY 1.6 billion,a deterioration of JPY 1.7 billion compared to the same period a year ago.","Honda Motor Co., Ltd., Q1 2019 Earnings Call, Jul 31, 2018"
"NTT Data Inc. and Dimension Dataactually jointly won this contract from Australia Public Transport Services. Now with regard to networkservices, I believe DOCOMO has already talked about this, but in terms of mobile, net adds increasedby 1.90 million and subscription reached 72.94 million. And also, Kake-hodai & Pake-aeru subscriptioncontinues to grow.","Nippon Telegraph and Telephone Corporation, H1 2017 Earnings Call, Nov 11, 2016"
"For this quarter's strategic highlights,I would like to highlight the breakthrough that we have achieved in our mobile utilities. Our mobile utilitiesinclude security, browser and app store. And they're fundamental in providing the infrastructure supportto our expanding mobile ecosystem.","Tencent Holdings Limited, Q2 2015 Earnings Call, Aug 12, 2015"
"That's why we think we have best-in-class[indiscernible] and also best-in-class churn and customer loyalty around the Spanish situation. So youshould expect from us to build on those, on all the technological capabilities of the platform, of thenetwork and, therefore, features like symmetric speed, upstream, downstream, and upgrading our offer isthe strategy going forward in order to up-sell our customers and, therefore, to keep growing momentumon ARPU and customer base in Spain. So we feel in a strong situation, we acknowledge that there isstrong competition, infrastructure-based competition, which we think is the sound of competition.","Telefonica, S.A., Q1 2016 Earnings Call, Apr 29, 2016"
"And compared to prior year'squarter, there was a increase in an active margin, primarily due to increase in content costs of YoukuTudou since second half of fiscal 2017. We will continue to increase our competitive position in digitalentertainment through a combination of licensed premium content as well as self-produced and jointlyproduced programming. Revenue from innovation initiatives and other segment increased 21% year-on-year.","Alibaba Group Holding Limited, Q1 2018 Earnings Call, Aug 17, 2017"
"But I think if you look into the future, I would say the shift of the user time from PC, that revenue willbe probably under pressure because of this issue. Now in terms of the tactical tournament game, I thinkwe're very happy to report that we have really nailed this genre, which is probably the biggest opportunityafter the mobile opportunity in the gaming industry in the past -- in 5 years. And we have gained a lot ofuser base both through our self-developed mobile game in cooperation with our partner as well as throughour large strategic investment in Epic.","Tencent Holdings Limited, Q1 2018 Earnings Call, May 16, 2018"
"And at the timing of the second quarter results announcements, having this basic policy to start with, wewould like to share with you the new medium-term management strategies. As written at the bottom,what the basic will be is thorough cost control and also support the customers digitalization. And at thesame time, us, ourselves, will also proceed in the digitalization process.","Nippon Telegraph and Telephone Corporation, 2018 Earnings Call, May 11, 2018"
"Looking forward, we have 3 key areas of focus: building a superior experience for our customersand increasing our share of primary customers; harnessing our untapped potential, including organicgrowth, leveraging our partnerships and making better use of our scale and geographic footprint; andstrengthening the core of the bank by developing deeper capabilities and enhancing controls. These focusareas are all underpinned by our digital strategy, which is the connective tissue across the bank. Finally, we raised our medium-term EPS growth objective to 7%-plus, reflecting the quality of theopportunities we see in front of us and our increased confidence in seizing them.","The Bank of Nova Scotia, Q1 2018 Earnings Call, Feb 27, 2018"
"We'retransforming to a model where we launch, learn, then pivot quickly, and that starts with our InnovationLab where we're developing new products that solve for sustainability challenges. At the same time, we'reworking with 2 business incubators that directly connect us to the start-up communities in Silicon Valleyand Chicago. In short, we're giving people reasons to think differently about Tyson Foods.","Tyson Foods, Inc., Q2 2018 Earnings Call, May 07, 2018"
